Unnamed: 0,FORMULATION,Specific Capacity,FORMULATION_CANONICAL_SMILES,FORMULATION_MOLECULAR_FORMULA,FORMULATION_IUPAC_NAME,FORMULATION_INCHI,FORMULATION_SELFIES
109,<formulation_start>C1COCO1<sep>66.14<sep>COCCOCCOCCOCCOC<sep>18.87<sep>O=C(OCC)C<sep>4.71<sep>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>4.62<sep>[Li+].O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2<sep>3.72<sep>[Li+].[N+](=O)([O-])[O-]<sep>1.94<formulation_end>,105,<formulation_start><smiles>C1COCO1<sep>66.14<sep><smiles>COCCOCCOCCOCCOC<sep>18.87<sep><smiles>CCOC(C)=O<sep>4.71<sep><smiles>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>4.62<sep><smiles>O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>3.72<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>1.94<formulation_end>,<formulation_start><formula>C3H6O2<sep>66.14<sep><formula>C10H22O5<sep>18.87<sep><formula>C4H8O2<sep>4.71<sep><formula>C2F6LiNO4S2<sep>4.62<sep><formula>C4BLiO8<sep>3.72<sep><formula>LiNO3<sep>1.94<formulation_end>,"<formulation_start><iupac>1,3-dioxolane<sep>66.14<sep><iupac>1-methoxy-2-[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]ethane<sep>18.87<sep><iupac>ethyl acetate<sep>4.71<sep><iupac>lithium;bis(trifluoromethylsulfonyl)azanide<sep>4.62<sep><iupac>lithium;1,4,6,9-tetraoxa-5-boranuidaspiro[4.4]nonane-2,3,7,8-tetrone<sep>3.72<sep><iupac>lithium;nitrate<sep>1.94<formulation_end>","<formulation_start><inchi>InChI=1S/C3H6O2/c1-2-5-3-4-1/h1-3H2<sep>66.14<sep><inchi>InChI=1S/C10H22O5/c1-11-3-5-13-7-9-15-10-8-14-6-4-12-2/h3-10H2,1-2H3<sep>18.87<sep><inchi>InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3<sep>4.71<sep><inchi>InChI=1S/C2F6NO4S2.Li/c3-1(4,5)14(10,11)9-15(12,13)2(6,7)8;/q-1;+1<sep>4.62<sep><inchi>InChI=1S/C4BO8.Li/c6-1-2(7)11-5(10-1)12-3(8)4(9)13-5;/q-1;+1<sep>3.72<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>1.94<formulation_end>",<formulation_start><selfies>[C][C][O][C][O][Ring1][Branch1]<sep>66.14<sep><selfies>[C][O][C][C][O][C][C][O][C][C][O][C][C][O][C]<sep>18.87<sep><selfies>[C][C][O][C][Branch1][C][C][=O]<sep>4.71<sep><selfies>[Li][N][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F]<sep>4.62<sep><selfies>[O][=C][O][B-1][Branch1][=Branch1][O][C][Ring1][Branch1][=O][O][C][=Branch1][C][=O][C][=Branch1][C][=O][O][Ring1][#Branch2].[Li+1]<sep>3.72<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>1.94<formulation_end>
79,<formulation_start>C1COCO1<sep>56.0<sep>CN(C(=O)C(F)(F)F)[Si](C)(C)C<sep>38.0<sep>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>4.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,38,<formulation_start><smiles>C1COCO1<sep>56.0<sep><smiles>CN(C(=O)C(F)(F)F)[Si](C)(C)C<sep>38.0<sep><smiles>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>4.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C3H6O2<sep>56.0<sep><formula>C6H12F3NOSi<sep>38.0<sep><formula>C2F6LiNO4S2<sep>4.0<sep><formula>LiNO3<sep>2.0<formulation_end>,"<formulation_start><iupac>1,3-dioxolane<sep>56.0<sep><iupac>2,2,2-trifluoro-N-methyl-N-trimethylsilylacetamide<sep>38.0<sep><iupac>lithium;bis(trifluoromethylsulfonyl)azanide<sep>4.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>","<formulation_start><inchi>InChI=1S/C3H6O2/c1-2-5-3-4-1/h1-3H2<sep>56.0<sep><inchi>InChI=1S/C6H12F3NOSi/c1-10(12(2,3)4)5(11)6(7,8)9/h1-4H3<sep>38.0<sep><inchi>InChI=1S/C2F6NO4S2.Li/c3-1(4,5)14(10,11)9-15(12,13)2(6,7)8;/q-1;+1<sep>4.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][C][O][C][O][Ring1][Branch1]<sep>56.0<sep><selfies>[C][N][Branch1][=N][C][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Si][Branch1][C][C][Branch1][C][C][C]<sep>38.0<sep><selfies>[Li][N][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F]<sep>4.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
69,<formulation_start>COCCC#N<sep>56.0<sep>COCCOC<sep>42.0<sep>C1CCC(=O)OCC1<sep>0.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,126.296,<formulation_start><smiles>COCCC#N<sep>56.0<sep><smiles>COCCOC<sep>42.0<sep><smiles>O=C1CCCCCO1<sep>0.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>56.0<sep><formula>C4H10O2<sep>42.0<sep><formula>C6H10O2<sep>0.0<sep><formula>LiNO3<sep>2.0<formulation_end>,"<formulation_start><iupac>3-methoxypropanenitrile<sep>56.0<sep><iupac>1,2-dimethoxyethane<sep>42.0<sep><iupac>oxepan-2-one<sep>0.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>","<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>56.0<sep><inchi>InChI=1S/C4H10O2/c1-5-3-4-6-2/h3-4H2,1-2H3<sep>42.0<sep><inchi>InChI=1S/C6H10O2/c7-6-4-2-1-3-5-8-6/h1-5H2<sep>0.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>56.0<sep><selfies>[C][O][C][C][O][C]<sep>42.0<sep><selfies>[O][=C][C][C][C][C][C][O][Ring1][#Branch1]<sep>0.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
80,<formulation_start>C1COCO1<sep>56.0<sep>COc1ccccc1<sep>38.0<sep>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>4.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,58,<formulation_start><smiles>C1COCO1<sep>56.0<sep><smiles>COc1ccccc1<sep>38.0<sep><smiles>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>4.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C3H6O2<sep>56.0<sep><formula>C7H8O<sep>38.0<sep><formula>C2F6LiNO4S2<sep>4.0<sep><formula>LiNO3<sep>2.0<formulation_end>,"<formulation_start><iupac>1,3-dioxolane<sep>56.0<sep><iupac>anisole<sep>38.0<sep><iupac>lithium;bis(trifluoromethylsulfonyl)azanide<sep>4.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>","<formulation_start><inchi>InChI=1S/C3H6O2/c1-2-5-3-4-1/h1-3H2<sep>56.0<sep><inchi>InChI=1S/C7H8O/c1-8-7-5-3-2-4-6-7/h2-6H,1H3<sep>38.0<sep><inchi>InChI=1S/C2F6NO4S2.Li/c3-1(4,5)14(10,11)9-15(12,13)2(6,7)8;/q-1;+1<sep>4.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][C][O][C][O][Ring1][Branch1]<sep>56.0<sep><selfies>[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1]<sep>38.0<sep><selfies>[Li][N][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F]<sep>4.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
20,<formulation_start>COCCC#N<sep>74.0<sep>C1=CC=C(C=C1)OCC#N<sep>24.0<sep>CC(=O)N(C)C<sep>0.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,94.79797468,<formulation_start><smiles>COCCC#N<sep>74.0<sep><smiles>N#CCOc1ccccc1<sep>24.0<sep><smiles>CC(=O)N(C)C<sep>0.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>74.0<sep><formula>C8H7NO<sep>24.0<sep><formula>C4H9NO<sep>0.0<sep><formula>LiNO3<sep>2.0<formulation_end>,"<formulation_start><iupac>3-methoxypropanenitrile<sep>74.0<sep><iupac>2-phenoxyacetonitrile<sep>24.0<sep><iupac>N,N-dimethylacetamide<sep>0.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>","<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>74.0<sep><inchi>InChI=1S/C8H7NO/c9-6-7-10-8-4-2-1-3-5-8/h1-5H,7H2<sep>24.0<sep><inchi>InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3<sep>0.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>74.0<sep><selfies>[N][#C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1]<sep>24.0<sep><selfies>[C][C][=Branch1][C][=O][N][Branch1][C][C][C]<sep>0.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
104,<formulation_start>O<sep>64.16<sep>COCCOCCOCCOC<sep>25.09<sep>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>4.75<sep>[Li+].O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2<sep>3.82<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.18<formulation_end>,0,<formulation_start><smiles>O<sep>64.16<sep><smiles>COCCOCCOCCOC<sep>25.09<sep><smiles>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>4.75<sep><smiles>O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>3.82<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.18<formulation_end>,<formulation_start><formula>H2O<sep>64.16<sep><formula>C8H18O4<sep>25.09<sep><formula>C2F6LiNO4S2<sep>4.75<sep><formula>C4BLiO8<sep>3.82<sep><formula>LiNO3<sep>2.18<formulation_end>,"<formulation_start><iupac>oxidane<sep>64.16<sep><iupac>1-methoxy-2-[2-(2-methoxyethoxy)ethoxy]ethane<sep>25.09<sep><iupac>lithium;bis(trifluoromethylsulfonyl)azanide<sep>4.75<sep><iupac>lithium;1,4,6,9-tetraoxa-5-boranuidaspiro[4.4]nonane-2,3,7,8-tetrone<sep>3.82<sep><iupac>lithium;nitrate<sep>2.18<formulation_end>","<formulation_start><inchi>InChI=1S/H2O/h1H2<sep>64.16<sep><inchi>InChI=1S/C8H18O4/c1-9-3-5-11-7-8-12-6-4-10-2/h3-8H2,1-2H3<sep>25.09<sep><inchi>InChI=1S/C2F6NO4S2.Li/c3-1(4,5)14(10,11)9-15(12,13)2(6,7)8;/q-1;+1<sep>4.75<sep><inchi>InChI=1S/C4BO8.Li/c6-1-2(7)11-5(10-1)12-3(8)4(9)13-5;/q-1;+1<sep>3.82<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.18<formulation_end>",<formulation_start><selfies>[O]<sep>64.16<sep><selfies>[C][O][C][C][O][C][C][O][C][C][O][C]<sep>25.09<sep><selfies>[Li][N][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F]<sep>4.75<sep><selfies>[O][=C][O][B-1][Branch1][=Branch1][O][C][Ring1][Branch1][=O][O][C][=Branch1][C][=O][C][=Branch1][C][=O][O][Ring1][#Branch2].[Li+1]<sep>3.82<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.18<formulation_end>
72,<formulation_start>C1COCO1<sep>56.0<sep>Cc1ccccc1<sep>38.0<sep>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>4.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,0,<formulation_start><smiles>C1COCO1<sep>56.0<sep><smiles>Cc1ccccc1<sep>38.0<sep><smiles>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>4.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C3H6O2<sep>56.0<sep><formula>C7H8<sep>38.0<sep><formula>C2F6LiNO4S2<sep>4.0<sep><formula>LiNO3<sep>2.0<formulation_end>,"<formulation_start><iupac>1,3-dioxolane<sep>56.0<sep><iupac>toluene<sep>38.0<sep><iupac>lithium;bis(trifluoromethylsulfonyl)azanide<sep>4.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>","<formulation_start><inchi>InChI=1S/C3H6O2/c1-2-5-3-4-1/h1-3H2<sep>56.0<sep><inchi>InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3<sep>38.0<sep><inchi>InChI=1S/C2F6NO4S2.Li/c3-1(4,5)14(10,11)9-15(12,13)2(6,7)8;/q-1;+1<sep>4.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][C][O][C][O][Ring1][Branch1]<sep>56.0<sep><selfies>[C][C][=C][C][=C][C][=C][Ring1][=Branch1]<sep>38.0<sep><selfies>[Li][N][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F]<sep>4.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
77,<formulation_start>C1COCO1<sep>56.0<sep>CCCC(=O)CC<sep>38.0<sep>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>4.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,0,<formulation_start><smiles>C1COCO1<sep>56.0<sep><smiles>CCCC(=O)CC<sep>38.0<sep><smiles>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>4.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C3H6O2<sep>56.0<sep><formula>C6H12O<sep>38.0<sep><formula>C2F6LiNO4S2<sep>4.0<sep><formula>LiNO3<sep>2.0<formulation_end>,"<formulation_start><iupac>1,3-dioxolane<sep>56.0<sep><iupac>hexan-3-one<sep>38.0<sep><iupac>lithium;bis(trifluoromethylsulfonyl)azanide<sep>4.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>","<formulation_start><inchi>InChI=1S/C3H6O2/c1-2-5-3-4-1/h1-3H2<sep>56.0<sep><inchi>InChI=1S/C6H12O/c1-3-5-6(7)4-2/h3-5H2,1-2H3<sep>38.0<sep><inchi>InChI=1S/C2F6NO4S2.Li/c3-1(4,5)14(10,11)9-15(12,13)2(6,7)8;/q-1;+1<sep>4.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][C][O][C][O][Ring1][Branch1]<sep>56.0<sep><selfies>[C][C][C][C][=Branch1][C][=O][C][C]<sep>38.0<sep><selfies>[Li][N][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F]<sep>4.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
25,<formulation_start>COCCC#N<sep>47.0<sep>COCCOC<sep>41.0<sep>CS(=O)C<sep>10.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,123.04182,<formulation_start><smiles>COCCC#N<sep>47.0<sep><smiles>COCCOC<sep>41.0<sep><smiles>CS(C)=O<sep>10.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>47.0<sep><formula>C4H10O2<sep>41.0<sep><formula>C2H6OS<sep>10.0<sep><formula>LiNO3<sep>2.0<formulation_end>,"<formulation_start><iupac>3-methoxypropanenitrile<sep>47.0<sep><iupac>1,2-dimethoxyethane<sep>41.0<sep><iupac>methylsulfinylmethane<sep>10.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>","<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>47.0<sep><inchi>InChI=1S/C4H10O2/c1-5-3-4-6-2/h3-4H2,1-2H3<sep>41.0<sep><inchi>InChI=1S/C2H6OS/c1-4(2)3/h1-2H3<sep>10.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>47.0<sep><selfies>[C][O][C][C][O][C]<sep>41.0<sep><selfies>[C][S][Branch1][C][C][=O]<sep>10.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
37,<formulation_start>COCCC#N<sep>58.0<sep>CCOC(=O)C1=CC=CC=N1<sep>40.0<sep>C1CCC(=O)OCC1<sep>0.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,10.72727273,<formulation_start><smiles>COCCC#N<sep>58.0<sep><smiles>CCOC(=O)c1ccccn1<sep>40.0<sep><smiles>O=C1CCCCCO1<sep>0.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>58.0<sep><formula>C8H9NO2<sep>40.0<sep><formula>C6H10O2<sep>0.0<sep><formula>LiNO3<sep>2.0<formulation_end>,<formulation_start><iupac>3-methoxypropanenitrile<sep>58.0<sep><iupac>ethyl pyridine-2-carboxylate<sep>40.0<sep><iupac>oxepan-2-one<sep>0.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>,"<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>58.0<sep><inchi>InChI=1S/C8H9NO2/c1-2-11-8(10)7-5-3-4-6-9-7/h3-6H,2H2,1H3<sep>40.0<sep><inchi>InChI=1S/C6H10O2/c7-6-4-2-1-3-5-8-6/h1-5H2<sep>0.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>58.0<sep><selfies>[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=N][Ring1][=Branch1]<sep>40.0<sep><selfies>[O][=C][C][C][C][C][C][O][Ring1][#Branch1]<sep>0.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
81,<formulation_start>C1COCO1<sep>56.0<sep>O=S1(=O)CCCCO1<sep>38.0<sep>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>4.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,13,<formulation_start><smiles>C1COCO1<sep>56.0<sep><smiles>O=S1(=O)CCCCO1<sep>38.0<sep><smiles>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>4.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C3H6O2<sep>56.0<sep><formula>C4H8O3S<sep>38.0<sep><formula>C2F6LiNO4S2<sep>4.0<sep><formula>LiNO3<sep>2.0<formulation_end>,"<formulation_start><iupac>1,3-dioxolane<sep>56.0<sep><iupac>oxathiane 2,2-dioxide<sep>38.0<sep><iupac>lithium;bis(trifluoromethylsulfonyl)azanide<sep>4.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>","<formulation_start><inchi>InChI=1S/C3H6O2/c1-2-5-3-4-1/h1-3H2<sep>56.0<sep><inchi>InChI=1S/C4H8O3S/c5-8(6)4-2-1-3-7-8/h1-4H2<sep>38.0<sep><inchi>InChI=1S/C2F6NO4S2.Li/c3-1(4,5)14(10,11)9-15(12,13)2(6,7)8;/q-1;+1<sep>4.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][C][O][C][O][Ring1][Branch1]<sep>56.0<sep><selfies>[O][=S][=Branch1][C][=O][C][C][C][C][O][Ring1][#Branch1]<sep>38.0<sep><selfies>[Li][N][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F]<sep>4.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
97,<formulation_start>CCCCO<sep>63.8<sep>COCCOCCOCCOCCOC<sep>16.1<sep>CCOCCOCCOC(=O)C<sep>6.77<sep>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>5.9<sep>[Li+].O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2<sep>4.72<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.71<formulation_end>,0,<formulation_start><smiles>CCCCO<sep>63.8<sep><smiles>COCCOCCOCCOCCOC<sep>16.1<sep><smiles>CCOCCOCCOC(C)=O<sep>6.77<sep><smiles>[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F<sep>5.9<sep><smiles>O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>4.72<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.71<formulation_end>,<formulation_start><formula>C4H10O<sep>63.8<sep><formula>C10H22O5<sep>16.1<sep><formula>C8H16O4<sep>6.77<sep><formula>C2F6LiNO4S2<sep>5.9<sep><formula>C4BLiO8<sep>4.72<sep><formula>LiNO3<sep>2.71<formulation_end>,"<formulation_start><iupac>butan-1-ol<sep>63.8<sep><iupac>1-methoxy-2-[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]ethane<sep>16.1<sep><iupac>2-(2-ethoxyethoxy)ethyl acetate<sep>6.77<sep><iupac>lithium;bis(trifluoromethylsulfonyl)azanide<sep>5.9<sep><iupac>lithium;1,4,6,9-tetraoxa-5-boranuidaspiro[4.4]nonane-2,3,7,8-tetrone<sep>4.72<sep><iupac>lithium;nitrate<sep>2.71<formulation_end>","<formulation_start><inchi>InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3<sep>63.8<sep><inchi>InChI=1S/C10H22O5/c1-11-3-5-13-7-9-15-10-8-14-6-4-12-2/h3-10H2,1-2H3<sep>16.1<sep><inchi>InChI=1S/C8H16O4/c1-3-10-4-5-11-6-7-12-8(2)9/h3-7H2,1-2H3<sep>6.77<sep><inchi>InChI=1S/C2F6NO4S2.Li/c3-1(4,5)14(10,11)9-15(12,13)2(6,7)8;/q-1;+1<sep>5.9<sep><inchi>InChI=1S/C4BO8.Li/c6-1-2(7)11-5(10-1)12-3(8)4(9)13-5;/q-1;+1<sep>4.72<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.71<formulation_end>",<formulation_start><selfies>[C][C][C][C][O]<sep>63.8<sep><selfies>[C][O][C][C][O][C][C][O][C][C][O][C][C][O][C]<sep>16.1<sep><selfies>[C][C][O][C][C][O][C][C][O][C][Branch1][C][C][=O]<sep>6.77<sep><selfies>[Li][N][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F]<sep>5.9<sep><selfies>[O][=C][O][B-1][Branch1][=Branch1][O][C][Ring1][Branch1][=O][O][C][=Branch1][C][=O][C][=Branch1][C][=O][O][Ring1][#Branch2].[Li+1]<sep>4.72<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.71<formulation_end>
46,<formulation_start>COCCC#N<sep>63.0<sep>C=CCOC(=O)OC1=CC=CC=C1<sep>35.0<sep>C1CCC(=O)OCC1<sep>0.0<sep>[Li+].[N+](=O)([O-])[O-]<sep>2.0<formulation_end>,0,<formulation_start><smiles>COCCC#N<sep>63.0<sep><smiles>C=CCOC(=O)Oc1ccccc1<sep>35.0<sep><smiles>O=C1CCCCCO1<sep>0.0<sep><smiles>O=[N+]([O-])[O-].[Li+]<sep>2.0<formulation_end>,<formulation_start><formula>C4H7NO<sep>63.0<sep><formula>C10H10O3<sep>35.0<sep><formula>C6H10O2<sep>0.0<sep><formula>LiNO3<sep>2.0<formulation_end>,<formulation_start><iupac>3-methoxypropanenitrile<sep>63.0<sep><iupac>phenyl prop-2-enyl carbonate<sep>35.0<sep><iupac>oxepan-2-one<sep>0.0<sep><iupac>lithium;nitrate<sep>2.0<formulation_end>,"<formulation_start><inchi>InChI=1S/C4H7NO/c1-6-4-2-3-5/h2,4H2,1H3<sep>63.0<sep><inchi>InChI=1S/C10H10O3/c1-2-8-12-10(11)13-9-6-4-3-5-7-9/h2-7H,1,8H2<sep>35.0<sep><inchi>InChI=1S/C6H10O2/c7-6-4-2-1-3-5-8-6/h1-5H2<sep>0.0<sep><inchi>InChI=1S/Li.NO3/c;2-1(3)4/q+1;-1<sep>2.0<formulation_end>",<formulation_start><selfies>[C][O][C][C][C][#N]<sep>63.0<sep><selfies>[C][=C][C][O][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1]<sep>35.0<sep><selfies>[O][=C][C][C][C][C][C][O][Ring1][#Branch1]<sep>0.0<sep><selfies>[O][=N+1][Branch1][C][O-1][O-1].[Li+1]<sep>2.0<formulation_end>
